156	-	6383	-	1000000	-	1
156	-	6991	-	1000000	-	1
156	-	7694	-	1000000	-	1
156	-	8405	-	1000000	-	1
156	-	9381	-	1000000	-	1
156	-	10050	-	1000000	-	1
156	-	10337	-	1000000	-	1
156	-	12647	-	1000000	-	1
156	-	12814	-	1000000	-	1
156	-	13944	-	1000000	-	1
156	-	14426	-	1000000	-	1
156	-	14629	-	1000000	-	1
157	-	42	-	1000000	-	1
159	-	42	-	10000	-	1
159	-	42	-	1000000	-	1
161	-	156	-	1000000	-	1
162	-	156	-	1000000	-	1
163	-	8	-	1000000	-	1
168	-	168	-	40000	-	0.938
169	-	10564	-	1000000	-	1
172	-	11829	-	1000000	-	1
172	-	11952	-	1000000	-	1
174	-	662	-	1000000	-	1
175	-	168	-	1000000	-	1
175	-	581	-	1000000	-	1
175	-	620	-	1000000	-	1
175	-	687	-	1000000	-	1
175	-	1274	-	1000000	-	1
175	-	1423	-	1000000	-	1
175	-	2163	-	1000000	-	1
175	-	2720	-	1000000	-	1
175	-	2823	-	1000000	-	1
175	-	3629	-	1000000	-	1
175	-	3634	-	1000000	-	1
175	-	4602	-	1000000	-	1
175	-	5067	-	1000000	-	1
175	-	5068	-	1000000	-	1
175	-	5789	-	1000000	-	1
175	-	13619	-	1000000	-	1
176	-	264	-	1000000	-	1
176	-	1020	-	1000000	-	1
176	-	1691	-	1000000	-	1
176	-	1778	-	1000000	-	1
176	-	2319	-	1000000	-	1
176	-	2329	-	1000000	-	1
176	-	2480	-	1000000	-	1
176	-	2504	-	1000000	-	1
176	-	2814	-	1000000	-	1
176	-	4100	-	700000	-	1
176	-	4215	-	1000000	-	1
176	-	4692	-	1000000	-	1
176	-	5147	-	1000000	-	1
176	-	5207	-	1000000	-	1
176	-	5417	-	1000000	-	1
176	-	6450	-	1000000	-	1
176	-	8587	-	1000000	-	1
176	-	8708	-	1000000	-	1
176	-	8844	-	1000000	-	1
176	-	8851	-	1000000	-	1
176	-	9008	-	1000000	-	1
176	-	9312	-	1000000	-	1
176	-	9353	-	100000	-	1
176	-	9971	-	1000000	-	1
176	-	13657	-	1000000	-	1
176	-	14200	-	384000	-	1
176	-	14733	-	1000000	-	1
187	-	9350	-	1000000	-	1
190	-	8452	-	1000000	-	1
197	-	235	-	1000000	-	1
197	-	260	-	1000000	-	1
197	-	12658	-	1000000	-	1
197	-	12973	-	1000000	-	1
197	-	14649	-	1000000	-	1
199	-	5437	-	40000	-	1
199	-	8280	-	1000000	-	1
201	-	197	-	10000	-	1
203	-	82	-	10000	-	1
206	-	5109	-	40000	-	1
207	-	4595	-	1000000	-	1
209	-	7891	-	40000	-	1
211	-	370	-	40000	-	0.752
212	-	9082	-	1000000	-	1
214	-	109	-	15000	-	1
215	-	597	-	1000000	-	1
221	-	8232	-	15000	-	1
224	-	7109	-	1000000	-	1
227	-	260	-	1000000	-	1
228	-	24	-	1000000	-	1
230	-	12	-	750000	-	1
230	-	334	-	1000000	-	1
230	-	903	-	1000000	-	1
230	-	904	-	1000000	-	1
230	-	908	-	384000	-	1
230	-	1093	-	15000	-	1
230	-	1215	-	1000000	-	1
230	-	1416	-	1000000	-	1
230	-	2265	-	1000000	-	1
230	-	14157	-	1000000	-	1
232	-	6436	-	1000000	-	1
233	-	3047	-	40000	-	1
233	-	6857	-	1000000	-	1
233	-	6858	-	1000000	-	1
233	-	9613	-	1000000	-	1
233	-	10028	-	1000000	-	1
233	-	12365	-	1000000	-	1
233	-	13620	-	1000000	-	1
234	-	328	-	300000	-	1
234	-	505	-	1000000	-	1
234	-	697	-	1000000	-	1
234	-	777	-	1000000	-	1
234	-	1612	-	100000	-	1
234	-	1895	-	1000000	-	1
234	-	2878	-	100000	-	1
234	-	6220	-	384000	-	1
234	-	8488	-	1000000	-	1
234	-	9092	-	40000	-	1
234	-	10185	-	1000000	-	1
234	-	10520	-	1000000	-	1
234	-	13208	-	1000000	-	1
236	-	298	-	1000000	-	1
236	-	313	-	1000000	-	1
236	-	507	-	10000	-	1
236	-	1183	-	1000000	-	1
236	-	1342	-	1000000	-	1
236	-	1342	-	1000000	-	1
236	-	1573	-	1000000	-	1
236	-	3052	-	1000000	-	1
236	-	3602	-	15000	-	0.707
236	-	4355	-	1000000	-	1
236	-	7945	-	1000000	-	1
236	-	8307	-	1000000	-	1
236	-	8313	-	1000000	-	1
236	-	9224	-	1000000	-	1
236	-	13226	-	15000	-	0.951
236	-	16249	-	1000000	-	1
236	-	16833	-	1000000	-	1
237	-	505	-	1000000	-	1
237	-	4151	-	15000	-	1
238	-	20	-	40000	-	1
240	-	350	-	1000000	-	1
240	-	514	-	1000000	-	1
240	-	1291	-	1000000	-	1
240	-	1295	-	1000000	-	1
240	-	2769	-	15000	-	1
240	-	3398	-	1000000	-	1
240	-	6463	-	384000	-	1
240	-	6869	-	1000000	-	1
240	-	10455	-	1000000	-	1
240	-	10714	-	1000000	-	1
240	-	12930	-	1000000	-	1
240	-	15281	-	1000000	-	1
241	-	36	-	40000	-	1
242	-	11940	-	1000000	-	1
243	-	25	-	1000000	-	1
243	-	13645	-	1000000	-	1
244	-	127	-	40000	-	0.759
244	-	2536	-	40000	-	1
246	-	1525	-	1000000	-	0.996
251	-	635	-	1000000	-	1
251	-	2679	-	1000000	-	1
253	-	597	-	1000000	-	1
254	-	90	-	1000000	-	1
255	-	90	-	1000000	-	1
256	-	1147	-	1000000	-	1
256	-	3706	-	15000	-	1
256	-	3770	-	15000	-	1
256	-	3875	-	15000	-	1
256	-	3879	-	15000	-	1
257	-	10580	-	1000000	-	1
258	-	1572	-	1000000	-	1
260	-	176	-	300000	-	1
260	-	219	-	1000000	-	1
260	-	229	-	1000000	-	1
260	-	284	-	1000000	-	1
260	-	455	-	1000000	-	1
260	-	1052	-	500000	-	1
260	-	1358	-	1000000	-	1
260	-	1517	-	1000000	-	1
260	-	3216	-	1000000	-	1
260	-	5802	-	1000000	-	1
260	-	8807	-	280000	-	1
260	-	10076	-	1550000	-	1
260	-	10127	-	1000000	-	1
260	-	12458	-	1000000	-	1
260	-	17076	-	1000000	-	1
265	-	48	-	15000	-	1
265	-	641	-	15000	-	1
265	-	871	-	1000000	-	1
265	-	2282	-	15000	-	1
265	-	4916	-	1000000	-	1
272	-	634	-	1000000	-	1
272	-	7545	-	15000	-	1
272	-	10386	-	40000	-	1
274	-	6605	-	15000	-	1
275	-	6936	-	1000000	-	1
276	-	10088	-	1000000	-	1
277	-	1754	-	1000000	-	1
282	-	283	-	1000000	-	1
282	-	1037	-	350000	-	1
282	-	1099	-	1000000	-	1
282	-	2006	-	300000	-	1
282	-	2311	-	280000	-	1
282	-	6579	-	750000	-	1
282	-	10941	-	1000000	-	1
282	-	14839	-	1000000	-	1
282	-	16500	-	1000000	-	1
283	-	614	-	1000000	-	1
284	-	10118	-	1000000	-	1
284	-	12411	-	1000000	-	1
284	-	14218	-	1000000	-	1
285	-	283	-	1000000	-	1
287	-	25	-	40000	-	0.811
289	-	6428	-	1000000	-	1
294	-	8280	-	1000000	-	1
296	-	587	-	40000	-	0.725
308	-	316	-	15000	-	0.962
308	-	5464	-	15000	-	1
309	-	326	-	40000	-	0.736
309	-	6672	-	40000	-	0.903
316	-	310	-	15000	-	0.861
316	-	376	-	1000000	-	1
316	-	397	-	1000000	-	1
316	-	401	-	1000000	-	1
316	-	554	-	1000000	-	1
316	-	630	-	1000000	-	1
316	-	1902	-	1000000	-	1
316	-	1969	-	1000000	-	1
316	-	3119	-	1000000	-	1
316	-	8526	-	1000000	-	1
316	-	8928	-	1000000	-	1
316	-	12011	-	1000000	-	1
316	-	12850	-	1000000	-	1
316	-	12977	-	1000000	-	1
316	-	13247	-	1000000	-	1
317	-	15	-	40000	-	1
317	-	501	-	40000	-	1
317	-	660	-	40000	-	0.807
318	-	496	-	1000000	-	1
320	-	835	-	1000000	-	1
323	-	3385	-	40000	-	0.888
325	-	54	-	40000	-	0.844
325	-	491	-	15000	-	1
327	-	54	-	40000	-	0.857
327	-	368	-	40000	-	1
328	-	2642	-	1000000	-	1
328	-	8134	-	1000000	-	1
329	-	197	-	1000000	-	1
331	-	1455	-	1000000	-	1
331	-	10032	-	1000000	-	1
337	-	328	-	384000	-	1
339	-	289	-	1000000	-	1
342	-	317	-	40000	-	1
343	-	1580	-	1000000	-	1
343	-	3385	-	40000	-	0.755
343	-	3638	-	40000	-	1
343	-	17113	-	1000000	-	1
345	-	8	-	1000000	-	1
345	-	96	-	10000	-	0.766
351	-	382	-	1000000	-	1
351	-	383	-	1000000	-	1
351	-	652	-	15000	-	1
351	-	1272	-	280000	-	1
351	-	1276	-	1000000	-	1
351	-	1807	-	1000000	-	1
351	-	1860	-	1000000	-	1
351	-	1888	-	500000	-	0.998
351	-	1991	-	1000000	-	1
351	-	2313	-	1550000	-	1
351	-	2358	-	1000000	-	0.998
351	-	2498	-	1000000	-	1
351	-	2752	-	1000000	-	1
351	-	3172	-	1000000	-	1
351	-	3327	-	1000000	-	1
351	-	3406	-	1000000	-	1
351	-	4484	-	1000000	-	1
351	-	5499	-	1000000	-	1
351	-	6419	-	1000000	-	1
351	-	6738	-	1000000	-	1
351	-	7931	-	1000000	-	1
351	-	8466	-	1000000	-	1
351	-	9688	-	1000000	-	1
351	-	9954	-	1000000	-	1
351	-	10481	-	1000000	-	1
351	-	10931	-	1000000	-	1
351	-	11606	-	1000000	-	1
351	-	12235	-	384000	-	1
351	-	14796	-	1000000	-	1
351	-	16274	-	1000000	-	1
352	-	7984	-	1000000	-	1
355	-	732	-	40000	-	1
357	-	373	-	1000000	-	1
357	-	405	-	1000000	-	1
357	-	406	-	1000000	-	1
357	-	414	-	1000000	-	1
357	-	438	-	1000000	-	1
357	-	665	-	1000000	-	1
357	-	854	-	1000000	-	1
357	-	909	-	1000000	-	1
357	-	1335	-	1000000	-	1
357	-	1528	-	1000000	-	1
357	-	1554	-	1000000	-	1
357	-	2110	-	1000000	-	1
357	-	2644	-	1000000	-	1
357	-	3652	-	1000000	-	1
357	-	3893	-	1000000	-	1
357	-	4622	-	10000	-	0.756
357	-	5320	-	1000000	-	1
357	-	6331	-	1000000	-	1
357	-	6577	-	1000000	-	1
357	-	6633	-	1000000	-	1
357	-	7744	-	1000000	-	1
357	-	7833	-	1000000	-	1
357	-	9916	-	1000000	-	1
357	-	10669	-	1000000	-	1
357	-	11542	-	1000000	-	1
357	-	11592	-	1000000	-	1
357	-	12564	-	1000000	-	1
357	-	13215	-	1000000	-	1
357	-	13866	-	1000000	-	1
357	-	16407	-	1000000	-	1
358	-	25	-	1000000	-	0.904
358	-	357	-	100000	-	1
358	-	418	-	1000000	-	1
358	-	431	-	1000000	-	1
358	-	528	-	1000000	-	1
358	-	725	-	1000000	-	1
358	-	743	-	1000000	-	1
358	-	748	-	1000000	-	1
358	-	781	-	1000000	-	1
358	-	786	-	1000000	-	1
358	-	1341	-	1000000	-	1
358	-	1357	-	15000	-	1
358	-	1435	-	1000000	-	1
358	-	1534	-	1000000	-	1
358	-	1606	-	1000000	-	1
358	-	1766	-	1000000	-	1
358	-	1805	-	1000000	-	1
358	-	1939	-	1000000	-	1
358	-	2269	-	1000000	-	1
358	-	2894	-	1000000	-	1
358	-	3226	-	1000000	-	1
358	-	3259	-	1000000	-	1
358	-	3828	-	1000000	-	1
358	-	3863	-	1000000	-	1
358	-	3864	-	1000000	-	1
358	-	3930	-	1000000	-	1
358	-	4071	-	1000000	-	1
358	-	4303	-	1000000	-	1
358	-	4625	-	1000000	-	1
358	-	4912	-	1000000	-	1
358	-	5514	-	1000000	-	1
358	-	5636	-	1000000	-	1
358	-	5685	-	1000000	-	1
358	-	6065	-	1000000	-	1
358	-	6896	-	1000000	-	1
358	-	7271	-	1000000	-	1
358	-	7441	-	1000000	-	1
358	-	7592	-	1000000	-	1
358	-	8295	-	1000000	-	1
358	-	8304	-	1000000	-	1
358	-	8857	-	1000000	-	1
358	-	9575	-	1000000	-	1
358	-	10263	-	1000000	-	1
358	-	11053	-	1000000	-	1
358	-	11473	-	1000000	-	1
358	-	11526	-	1000000	-	1
358	-	11609	-	1000000	-	1
358	-	11609	-	1000000	-	1
358	-	11866	-	1000000	-	1
358	-	11922	-	1000000	-	1
358	-	12012	-	1000000	-	1
358	-	12711	-	1000000	-	1
358	-	12944	-	1000000	-	1
358	-	13074	-	1000000	-	1
358	-	13206	-	1000000	-	1
358	-	13276	-	1000000	-	1
358	-	14128	-	1000000	-	1
358	-	15239	-	1000000	-	1
358	-	15528	-	1000000	-	1
358	-	16788	-	1000000	-	1
358	-	16847	-	100000	-	1
360	-	355	-	40000	-	1
362	-	1455	-	1000000	-	1
363	-	8213	-	1000000	-	1
363	-	8213	-	1000000	-	1
367	-	385	-	15000	-	1
369	-	8283	-	40000	-	1
370	-	243	-	1000000	-	1
370	-	375	-	40000	-	0.763
370	-	394	-	40000	-	0.706
371	-	360	-	40000	-	1
377	-	236	-	10000	-	1
378	-	1975	-	1000000	-	1
379	-	8	-	1000000	-	1
379	-	378	-	1000000	-	1
383	-	8231	-	15000	-	1
384	-	1234	-	15000	-	0.828
386	-	4595	-	1000000	-	1
388	-	11924	-	1000000	-	1
389	-	6936	-	1000000	-	1
390	-	4897	-	40000	-	0.967
390	-	4898	-	40000	-	1
390	-	4899	-	40000	-	1
393	-	7316	-	1000000	-	1
395	-	6936	-	1000000	-	1
396	-	187	-	1000000	-	1
398	-	399	-	15000	-	1
398	-	402	-	15000	-	1
398	-	403	-	15000	-	1
398	-	1359	-	15000	-	1
398	-	2951	-	1000000	-	1
399	-	400	-	15000	-	0.768
415	-	551	-	384000	-	1
415	-	552	-	300000	-	1
415	-	16984	-	1000000	-	1
417	-	6993	-	15000	-	1
419	-	284	-	1000000	-	1
420	-	130	-	40000	-	1
421	-	24	-	1000000	-	1
423	-	236	-	15000	-	0.982
428	-	175	-	1000000	-	1
429	-	9660	-	1000000	-	1
435	-	7555	-	1000000	-	1
435	-	11093	-	1000000	-	1
436	-	9413	-	1000000	-	1
440	-	548	-	1000000	-	1
445	-	6918	-	1000000	-	1
447	-	845	-	1000000	-	1
447	-	976	-	1000000	-	1
447	-	976	-	1000000	-	1
447	-	1014	-	1000000	-	1
447	-	1045	-	1000000	-	1
447	-	1161	-	1000000	-	0.981
447	-	1190	-	1000000	-	1
447	-	1280	-	1000000	-	1
447	-	1724	-	15000	-	0.955
447	-	2041	-	15000	-	1
447	-	2089	-	300000	-	1
447	-	2371	-	384000	-	1
447	-	2637	-	1000000	-	1
447	-	3454	-	1000000	-	1
447	-	3459	-	1000000	-	1
447	-	3587	-	1000000	-	1
447	-	4964	-	1000000	-	1
447	-	5509	-	1000000	-	1
447	-	6594	-	1000000	-	1
447	-	6995	-	1000000	-	1
447	-	7259	-	1000000	-	1
447	-	7644	-	1000000	-	1
447	-	8132	-	1000000	-	1
447	-	9015	-	1000000	-	1
447	-	9399	-	1000000	-	1
447	-	9409	-	1000000	-	1
447	-	9412	-	1000000	-	1
447	-	10389	-	1000000	-	1
447	-	10554	-	1000000	-	1
447	-	10675	-	1000000	-	1
447	-	14019	-	1000000	-	1
447	-	16078	-	1000000	-	1
447	-	16536	-	1000000	-	1
448	-	234	-	1000000	-	1
451	-	284	-	1000000	-	1
452	-	691	-	40000	-	0.737
460	-	6696	-	1000000	-	1
462	-	724	-	40000	-	0.777
463	-	462	-	40000	-	0.978
464	-	463	-	40000	-	1
464	-	611	-	1000000	-	1
464	-	765	-	1000000	-	1
464	-	798	-	1000000	-	1
464	-	850	-	1000000	-	1
464	-	970	-	1000000	-	1
464	-	1184	-	1000000	-	1
464	-	1687	-	1000000	-	1
464	-	3804	-	1000000	-	0.981
464	-	4060	-	1000000	-	1
464	-	5183	-	1000000	-	1
464	-	6133	-	1000000	-	1
464	-	7017	-	1000000	-	1
464	-	7625	-	1000000	-	1
464	-	9571	-	1000000	-	1
464	-	12979	-	1000000	-	1
464	-	14674	-	1000000	-	1
464	-	15999	-	1000000	-	1
465	-	283	-	1000000	-	1
469	-	6696	-	1000000	-	1
470	-	100	-	40000	-	1
473	-	1793	-	15000	-	1
473	-	8216	-	1000000	-	1
475	-	481	-	1000000	-	1
477	-	5379	-	15000	-	1
477	-	7232	-	15000	-	1
480	-	2042	-	40000	-	1
482	-	1754	-	40000	-	0.826
488	-	588	-	15000	-	1
492	-	111	-	1000000	-	1
492	-	2514	-	1000000	-	1
492	-	4318	-	1000000	-	1
492	-	7901	-	1000000	-	1
493	-	691	-	40000	-	1
494	-	1977	-	15000	-	0.835
494	-	2514	-	1000000	-	1
494	-	2581	-	1000000	-	1
494	-	3017	-	1000000	-	1
494	-	3198	-	1000000	-	1
494	-	3590	-	1000000	-	1
494	-	5480	-	1000000	-	1
496	-	495	-	1000000	-	1
496	-	508	-	1000000	-	1
496	-	509	-	1000000	-	1
496	-	517	-	1000000	-	1
496	-	519	-	1000000	-	1
496	-	520	-	1000000	-	1
496	-	534	-	1000000	-	1
496	-	540	-	1000000	-	1
496	-	583	-	1000000	-	1
496	-	3326	-	1000000	-	1
496	-	4196	-	1000000	-	1
496	-	5168	-	1000000	-	1
496	-	6271	-	1000000	-	1
496	-	7344	-	1000000	-	1
496	-	8074	-	1000000	-	1
496	-	11143	-	1000000	-	1
496	-	11800	-	1000000	-	1
496	-	11987	-	1000000	-	1
496	-	14996	-	1000000	-	1
496	-	15659	-	1000000	-	1
499	-	4238	-	15000	-	1
502	-	2681	-	10000	-	1
502	-	6690	-	300000	-	1
502	-	6690	-	1000000	-	1
502	-	7489	-	1000000	-	1
502	-	11157	-	1000000	-	1
502	-	13170	-	300000	-	0.993
